decade	coll	BE going to	will
1970	cause	4	67
1970	cease	0	19
1970	change	24	74
1970	check	6	0
1970	choose	0	26
1970	clean	2	0
1970	clear	3	0
1970	climb	4	0
1970	close	3	24
1970	come	65	615
1970	consider	0	34
1970	contain	0	10
1970	continue	18	419
1970	cook	2	0
1970	cost	17	99
1970	cover	0	24
1970	create	0	35
1970	cross	1	0
1970	cry	13	0
1970	cut	18	40
1970	dance	3	0
1970	decide	0	60
1970	deliver	0	18
1970	demand	0	28
1970	depend	0	95
1970	destroy	9	43
1970	determine	0	39
1970	develop	0	30
1970	die	89	79
1970	disappear	0	19
1970	discover	0	28
1970	do	314	556
1970	draw	3	18
1970	drink	2	0
1970	drive	15	38
1970	drop	8	28
1970	eat	18	31
1970	enable	0	60
1970	end	21	89
1970	enjoy	8	31
1970	enter	4	26
1970	excuse	0	13
1970	explain	7	22
1970	explode	7	0
1970	face	0	41
1970	fail	4	26
1970	faint	11	0
1970	fall	23	63
1970	feed	1	0
1970	feel	9	64
1970	fight	16	50
1970	fill	0	19
1970	find	52	356
1970	finish	2	0
1970	fire	3	0
1970	fix	12	0
1970	fly	9	39
1970	follow	10	108
1970	force	5	33
1970	forget	5	16
1970	forgive	0	25
1970	form	0	15
1970	furnish	0	6
1970	gain	0	24
1970	get	316	395
1970	give	97	349
1970	go	98	620
1970	grow	8	87
1970	handle	6	0
1970	hang	9	0
1970	happen	148	223
1970	hate	1	0
1970	have	524	2083
1970	hear	8	53
1970	help	29	280
1970	hire	1	0
1970	hit	20	0
1970	hold	16	96
1970	hunt	4	0
1970	hurt	10	0
1970	improve	0	24
1970	include	0	74
1970	increase	0	88
1970	insist	4	0
1970	introduce	1	0
1970	join	5	49
1970	jump	12	0
1970	keep	35	145
1970	kick	7	0
1970	kill	77	67
1970	kiss	8	0
1970	knock	7	0
1970	know	5	158
1970	land	8	0
1970	last	9	57
1970	lay	5	15
1970	lead	12	119
1970	learn	7	43
1970	leave	21	130
1970	let	40	68
1970	lie	4	24
1970	like	12	20
1970	listen	6	49
1970	live	32	72
1970	look	28	121
1970	lose	30	87
1970	love	5	26
1970	make	168	554
1970	marry	44	20
1970	mean	8	67
1970	meet	17	123
1970	miss	18	19
1970	move	16	68
1970	murder	2	0
1970	need	55	185
1970	occur	0	44
1970	offer	3	51
1970	open	14	52
1970	paint	7	0
1970	pardon	0	4
1970	pass	9	63
1970	pay	16	127
1970	perceive	0	0
1970	permit	0	37
1970	pick	10	0
1970	place	0	18
1970	play	31	56
1970	please	0	15
1970	present	3	23
1970	prevent	0	36
1970	proceed	0	14
1970	produce	0	72
1970	propose	2	0
1970	protect	6	22
1970	prove	9	47
1970	provide	0	132
1970	pull	8	0
1970	put	52	78
1970	quit	5	0
1970	rain	3	0
1970	raise	6	32
1970	reach	0	52
1970	read	6	30
1970	receive	3	103
1970	recognize	0	21
1970	reduce	0	42
1970	remain	5	178
1970	remember	4	62
1970	render	0	7
1970	report	2	24
1970	require	0	85
1970	rest	0	12
1970	result	0	59
1970	retire	3	0
1970	return	3	92
1970	ride	6	0
1970	rise	4	83
1970	ruin	4	0
1970	run	45	94
1970	sail	1	0
1970	satisfy	0	23
1970	save	10	77
1970	say	113	168
1970	secure	0	5
1970	see	79	260
1970	seek	2	65
1970	seem	0	31
1970	sell	9	45
1970	send	19	78
1970	serve	3	104
1970	set	11	65
1970	settle	6	22
1970	share	0	17
1970	shoot	16	0
1970	show	26	151
1970	shut	3	0
1970	sing	5	29
1970	sit	17	49
1970	sound	2	0
1970	speak	12	58
1970	spend	12	47
1970	stand	11	70
1970	start	41	73
1970	stay	52	116
1970	steal	7	0
1970	step	3	0
1970	stick	11	0
1970	stop	25	59
1970	strike	6	20
1970	study	4	0
1970	succeed	5	43
1970	sue	0	0
1970	suffer	3	53
1970	suffice	0	16
1970	suggest	2	0
1970	supply	0	22
1970	support	4	37
1970	surprise	2	0
1970	survive	4	41
1970	take	140	617
1970	talk	32	56
1970	teach	15	20
1970	tear	8	0
1970	tell	119	216
1970	tend	0	61
1970	think	10	57
1970	throw	12	17
1970	travel	3	0
1970	treat	0	0
1970	trust	0	0
1970	try	68	130
1970	turn	37	117
1970	understand	0	70
1970	use	24	103
1970	visit	11	37
1970	vote	5	51
1970	wait	17	39
1970	wake	9	0
1970	walk	13	20
1970	want	14	113
1970	wash	2	0
1970	waste	2	0
1970	watch	7	18
1970	wear	4	25
1970	win	43	57
1970	work	7	148
1970	write	24	37
1970	yield	0	18
1980	accept	6	63
1980	act	2	20
1980	add	2	35
1980	admit	0	25
1980	affect	0	45
1980	afford	0	6
1980	agree	0	42
1980	allow	6	112
1980	answer	3	26
1980	appear	0	58
1980	apply	0	26
1980	arise	0	7
1980	arrest	2	0
1980	arrive	0	18
1980	ask	47	57
1980	attack	5	0
1980	attempt	0	35
1980	attend	0	13
1980	be	1239	9705
1980	bear	0	26
1980	beat	8	0
1980	become	18	273
1980	begin	3	146
1980	believe	8	26
1980	benefit	0	34
1980	blow	12	0
1980	break	20	46
1980	bring	17	208
1980	build	9	41
1980	burn	6	26
1980	bury	3	0
1980	buy	21	72
1980	call	38	86
1980	carry	5	95
1980	catch	18	0
1980	cause	6	56
1980	cease	0	11
1980	change	29	113
1980	check	6	0
1980	choose	0	28
1980	clean	1	0
1980	clear	3	0
1980	climb	2	0
1980	close	3	28
1980	come	80	640
1980	consider	0	36
1980	contain	0	23
1980	continue	13	432
1980	cook	2	0
1980	cost	16	108
1980	cover	0	25
1980	create	0	40
1980	cross	5	0
1980	cry	11	0
1980	cut	17	36
1980	dance	3	0
1980	decide	0	54
1980	deliver	0	23
1980	demand	0	21
1980	depend	0	58
1980	destroy	4	37
1980	determine	0	39
1980	develop	0	40
1980	die	98	109
1980	disappear	0	32
1980	discover	0	18
1980	do	293	595
1980	draw	2	23
1980	drink	4	0
1980	drive	11	32
1980	drop	13	44
1980	eat	15	39
1980	enable	0	44
1980	end	16	88
1980	enjoy	4	25
1980	enter	2	15
1980	excuse	0	20
1980	explain	3	26
1980	explode	4	0
1980	face	0	56
1980	fail	4	29
1980	faint	7	0
1980	fall	15	97
1980	feed	4	0
1980	feel	18	51
1980	fight	6	43
1980	fill	0	24
1980	find	59	338
1980	finish	3	0
1980	fire	6	0
1980	fix	5	0
1980	fly	8	30
1980	follow	8	103
1980	force	5	34
1980	forget	1	12
1980	forgive	0	27
1980	form	0	25
1980	furnish	0	9
1980	gain	0	18
1980	get	268	353
1980	give	75	282
1980	go	92	553
1980	grow	11	105
1980	handle	7	0
1980	hang	10	0
1980	happen	138	176
1980	hate	5	0
1980	have	489	1899
1980	hear	13	62
1980	help	31	280
1980	hire	4	0
1980	hit	12	0
1980	hold	11	88
1980	hunt	2	0
1980	hurt	13	0
1980	improve	0	33
1980	include	0	90
1980	increase	0	87
1980	insist	7	0
1980	introduce	1	0
1980	join	7	67
1980	jump	4	0
1980	keep	41	162
1980	kick	4	0
1980	kill	71	89
1980	kiss	5	0
1980	knock	0	0
1980	know	7	155
1980	land	4	0
1980	last	7	58
1980	lay	2	19
1980	lead	8	119
1980	learn	6	51
1980	leave	32	135
1980	let	40	90
1980	lie	3	26
1980	like	14	16
1980	listen	5	35
1980	live	30	80
1980	look	48	88
1980	lose	38	84
1980	love	10	33
1980	make	143	570
1980	marry	30	24
1980	mean	5	70
1980	meet	21	103
1980	miss	28	24
1980	move	22	73
1980	murder	5	0
1980	need	65	175
1980	occur	0	41
1980	offer	2	68
1980	open	8	57
1980	paint	2	0
1980	pardon	0	3
1980	pass	5	61
1980	pay	22	153
1980	perceive	0	3
1980	permit	0	33
1980	pick	7	0
1980	place	0	26
1980	play	26	90
1980	please	0	19
1980	present	2	31
1980	prevent	0	16
1980	proceed	0	11
1980	produce	0	70
1980	propose	2	0
1980	protect	3	28
1980	prove	3	55
1980	provide	0	121
1980	pull	19	0
1980	put	37	90
1980	quit	4	0
1980	rain	11	0
1980	raise	3	39
1980	reach	0	51
1980	read	5	33
1980	receive	2	96
1980	recognize	0	23
1980	reduce	0	45
1980	remain	3	210
1980	remember	9	58
1980	render	0	4
1980	report	5	28
1980	require	0	101
1980	rest	0	8
1980	result	0	66
1980	retire	6	0
1980	return	2	122
1980	ride	3	0
1980	rise	7	89
1980	ruin	1	0
1980	run	27	82
1980	sail	0	0
1980	satisfy	0	16
1980	save	9	58
1980	say	92	177
1980	secure	0	4
1980	see	74	304
1980	seek	1	62
1980	seem	0	28
1980	sell	17	58
1980	send	18	101
1980	serve	4	77
1980	set	3	51
1980	settle	4	18
1980	share	0	31
1980	shoot	16	0
1980	show	24	136
1980	shut	3	0
1980	sing	2	22
1980	sit	15	36
1980	sound	2	0
1980	speak	3	50
1980	spend	16	65
1980	stand	9	35
1980	start	41	85
1980	stay	49	104
1980	steal	4	0
1980	step	2	0
1980	stick	5	0
1980	stop	24	69
1980	strike	4	22
1980	study	0	0
1980	succeed	9	38
1980	sue	4	0
1980	suffer	4	46
1980	suffice	0	14
1980	suggest	7	0
1980	supply	0	15
1980	support	3	30
1980	surprise	3	0
1980	survive	5	41
1980	take	153	723
1980	talk	19	45
1980	teach	15	32
1980	tear	2	0
1980	tell	96	253
1980	tend	0	32
1980	think	5	56
1980	throw	15	12
1980	travel	0	0
1980	treat	2	0
1980	trust	4	0
1980	try	69	161
1980	turn	24	131
1980	understand	0	44
1980	use	22	114
1980	visit	13	28
1980	vote	6	28
1980	wait	14	43
1980	wake	3	0
1980	walk	17	24
1980	want	11	132
1980	wash	2	0
1980	waste	2	0
1980	watch	8	21
1980	wear	8	20
1980	win	33	61
1980	work	5	105
1980	write	18	46
1980	yield	0	18
1990	accept	2	49
1990	act	7	20
1990	add	6	46
1990	admit	0	22
1990	affect	0	71
1990	afford	0	3
1990	agree	0	25
1990	allow	5	167
1990	answer	5	26
1990	appear	0	91
1990	apply	0	9
1990	arise	0	10
1990	arrest	4	0
1990	arrive	0	37
1990	ask	64	68
1990	attack	9	0
1990	attempt	0	23
1990	attend	0	20
1990	be	1801	9497
1990	bear	0	28
1990	beat	7	0
1990	become	26	335
1990	begin	4	162
1990	believe	5	20
1990	benefit	0	62
1990	blow	12	0
1990	break	17	48
1990	bring	38	183
1990	build	12	30
1990	burn	10	31
1990	bury	5	0
1990	buy	34	59
1990	call	56	100
1990	carry	8	67
1990	catch	16	0
1990	cause	7	75
1990	cease	0	20
1990	change	44	112
1990	check	7	0
1990	choose	0	29
1990	clean	8	0
1990	clear	0	0
1990	climb	5	0
1990	close	3	20
1990	come	101	551
1990	consider	0	43
1990	contain	0	24
1990	continue	16	412
1990	cook	3	0
1990	cost	24	103
1990	cover	0	40
1990	create	0	68
1990	cross	1	0
1990	cry	22	0
1990	cut	22	47
1990	dance	4	0
1990	decide	0	55
1990	deliver	0	22
1990	demand	0	17
1990	depend	0	71
1990	destroy	6	24
1990	determine	0	48
1990	develop	0	36
1990	die	117	98
1990	disappear	0	32
1990	discover	0	19
1990	do	398	521
1990	draw	2	33
1990	drink	3	0
1990	drive	21	37
1990	drop	12	35
1990	eat	27	48
1990	enable	0	81
1990	end	26	93
1990	enjoy	7	35
1990	enter	2	34
1990	excuse	0	4
1990	explain	3	15
1990	explode	9	0
1990	face	0	71
1990	fail	4	33
1990	faint	2	0
1990	fall	25	81
1990	feed	4	0
1990	feel	17	76
1990	fight	9	38
1990	fill	0	25
1990	find	67	325
1990	finish	7	0
1990	fire	3	0
1990	fix	17	0
1990	fly	10	34
1990	follow	10	130
1990	force	3	33
1990	forget	7	21
1990	forgive	0	12
1990	form	0	14
1990	furnish	0	2
1990	gain	0	28
1990	get	361	436
1990	give	89	343
1990	go	160	483
1990	grow	7	123
1990	handle	6	0
1990	hang	16	0
1990	happen	194	233
1990	hate	6	0
1990	have	650	1802
1990	hear	14	63
1990	help	58	440
1990	hire	2	0
1990	hit	28	0
1990	hold	10	115
1990	hunt	2	0
1990	hurt	32	0
1990	improve	0	47
1990	include	0	90
1990	increase	0	82
1990	insist	2	0
1990	introduce	1	0
1990	join	7	60
1990	jump	11	0
1990	keep	54	212
1990	kick	11	0
1990	kill	93	88
1990	kiss	7	0
1990	knock	3	0
1990	know	13	142
1990	land	6	0
1990	last	8	77
1990	lay	5	13
1990	lead	11	124
1990	learn	7	74
1990	leave	39	116
1990	let	45	104
1990	lie	10	13
1990	like	15	28
1990	listen	9	39
1990	live	57	85
1990	look	74	165
1990	lose	38	83
1990	love	18	37
1990	make	224	610
1990	marry	47	16
1990	mean	7	56
1990	meet	23	93
1990	miss	43	44
1990	move	32	97
1990	murder	7	0
1990	need	88	259
1990	occur	0	64
1990	offer	8	81
1990	open	10	73
1990	paint	3	0
1990	pardon	0	2
1990	pass	15	65
1990	pay	33	165
1990	perceive	0	5
1990	permit	0	16
1990	pick	15	0
1990	place	0	15
1990	play	35	104
1990	please	0	5
1990	present	1	24
1990	prevent	0	23
1990	proceed	0	12
1990	produce	0	71
1990	propose	2	0
1990	protect	3	38
1990	prove	6	54
1990	provide	0	193
1990	pull	15	0
1990	put	64	102
1990	quit	3	0
1990	rain	17	0
1990	raise	5	24
1990	reach	0	65
1990	read	13	24
1990	receive	1	90
1990	recognize	0	24
1990	reduce	0	41
1990	remain	7	185
1990	remember	11	57
1990	render	0	4
1990	report	4	12
1990	require	0	171
1990	rest	0	12
1990	result	0	72
1990	retire	5	0
1990	return	4	112
1990	ride	4	0
1990	rise	0	78
1990	ruin	8	0
1990	run	40	129
1990	sail	2	0
1990	satisfy	0	6
1990	save	14	61
1990	say	127	178
1990	secure	0	2
1990	see	103	323
1990	seek	1	41
1990	seem	0	37
1990	sell	12	60
1990	send	24	78
1990	serve	4	86
1990	set	14	43
1990	settle	2	17
1990	share	0	29
1990	shoot	18	0
1990	show	29	130
1990	shut	6	0
1990	sing	5	15
1990	sit	17	33
1990	sound	6	0
1990	speak	12	37
1990	spend	24	84
1990	stand	8	46
1990	start	50	111
1990	stay	48	111
1990	steal	4	0
1990	step	6	0
1990	stick	11	0
1990	stop	33	82
1990	strike	5	26
1990	study	1	0
1990	succeed	5	35
1990	sue	5	0
1990	suffer	6	42
1990	suffice	0	12
1990	suggest	7	0
1990	supply	0	14
1990	support	4	23
1990	surprise	5	0
1990	survive	13	46
1990	take	253	687
1990	talk	28	54
1990	teach	21	52
1990	tear	0	0
1990	tell	112	275
1990	tend	0	23
1990	think	23	81
1990	throw	25	16
1990	travel	2	0
1990	treat	5	0
1990	trust	3	0
1990	try	70	113
1990	turn	38	155
1990	understand	0	48
1990	use	26	135
1990	visit	22	24
1990	vote	4	37
1990	wait	9	39
1990	wake	7	0
1990	walk	17	25
1990	want	31	116
1990	wash	4	0
1990	waste	3	0
1990	watch	12	16
1990	wear	13	26
1990	win	46	58
1990	work	18	172
1990	write	22	44
1990	yield	0	22
2000	accept	1	37
2000	act	2	20
2000	add	2	54
2000	admit	0	22
2000	affect	0	51
2000	afford	0	4
2000	agree	0	22
2000	allow	9	150
2000	answer	6	21
2000	appear	0	75
2000	apply	0	15
2000	arise	0	5
2000	arrest	3	0
2000	arrive	0	27
2000	ask	59	53
2000	attack	9	0
2000	attempt	0	21
2000	attend	0	25
2000	be	1863	8957
2000	bear	0	23
2000	beat	9	0
2000	become	18	335
2000	begin	4	155
2000	believe	7	20
2000	benefit	0	78
2000	blow	17	0
2000	break	36	44
2000	bring	26	204
2000	build	13	31
2000	burn	13	18
2000	bury	3	0
2000	buy	34	41
2000	call	45	76
2000	carry	12	70
2000	catch	27	0
2000	cause	8	57
2000	cease	0	18
2000	change	70	131
2000	check	12	0
2000	choose	0	30
2000	clean	8	0
2000	clear	2	0
2000	climb	2	0
2000	close	5	27
2000	come	126	516
2000	consider	0	34
2000	contain	0	10
2000	continue	21	418
2000	cook	7	0
2000	cost	18	94
2000	cover	0	35
2000	create	0	46
2000	cross	4	0
2000	cry	18	0
2000	cut	17	50
2000	dance	3	0
2000	decide	0	51
2000	deliver	0	26
2000	demand	0	15
2000	depend	0	48
2000	destroy	9	29
2000	determine	0	38
2000	develop	0	30
2000	die	162	126
2000	disappear	0	21
2000	discover	0	16
2000	do	373	523
2000	draw	6	23
2000	drink	5	0
2000	drive	18	49
2000	drop	8	33
2000	eat	24	40
2000	enable	0	52
2000	end	44	85
2000	enjoy	6	35
2000	enter	3	23
2000	excuse	0	13
2000	explain	6	22
2000	explode	8	0
2000	face	0	94
2000	fail	4	26
2000	faint	6	0
2000	fall	22	62
2000	feed	6	0
2000	feel	19	80
2000	fight	20	40
2000	fill	0	35
2000	find	75	318
2000	finish	14	0
2000	fire	6	0
2000	fix	8	0
2000	fly	12	21
2000	follow	9	96
2000	force	6	21
2000	forget	7	22
2000	forgive	0	19
2000	form	0	25
2000	furnish	0	3
2000	gain	0	15
2000	get	433	466
2000	give	84	314
2000	go	175	479
2000	grow	13	91
2000	handle	7	0
2000	hang	6	0
2000	happen	227	211
2000	hate	5	0
2000	have	619	1634
2000	hear	14	71
2000	help	44	517
2000	hire	5	0
2000	hit	27	0
2000	hold	7	114
2000	hunt	2	0
2000	hurt	27	0
2000	improve	0	50
2000	include	0	96
2000	increase	0	68
2000	insist	4	0
2000	introduce	4	0
2000	join	7	37
2000	jump	10	0
2000	keep	60	221
2000	kick	11	0
2000	kill	123	89
2000	kiss	6	0
2000	knock	8	0
2000	know	16	134
2000	land	6	0
2000	last	6	76
2000	lay	3	11
2000	lead	7	134
2000	learn	16	61
2000	leave	43	110
2000	let	35	116
2000	lie	1	14
2000	like	14	40
2000	listen	5	44
2000	live	48	98
2000	look	48	143
2000	lose	38	83
2000	love	24	63
2000	make	240	635
2000	marry	24	27
2000	mean	2	46
2000	meet	25	111
2000	miss	28	49
2000	move	27	103
2000	murder	4	0
2000	need	114	255
2000	occur	0	42
2000	offer	7	93
2000	open	9	96
2000	paint	7	0
2000	pardon	0	4
2000	pass	11	61
2000	pay	35	162
2000	perceive	0	1
2000	permit	0	16
2000	pick	21	0
2000	place	0	16
2000	play	37	153
2000	please	0	6
2000	present	3	57
2000	prevent	0	29
2000	proceed	0	9
2000	produce	0	50
2000	propose	2	0
2000	protect	3	43
2000	prove	10	44
2000	provide	0	171
2000	pull	16	0
2000	put	58	98
2000	quit	7	0
2000	rain	8	0
2000	raise	7	20
2000	reach	0	45
2000	read	12	28
2000	receive	2	109
2000	recognize	0	35
2000	reduce	0	33
2000	remain	2	163
2000	remember	9	48
2000	render	0	7
2000	report	3	19
2000	require	0	126
2000	rest	0	8
2000	result	0	50
2000	retire	8	0
2000	return	4	117
2000	ride	8	0
2000	rise	3	73
2000	ruin	7	0
2000	run	39	79
2000	sail	2	0
2000	satisfy	0	12
2000	save	15	79
2000	say	129	156
2000	secure	0	3
2000	see	89	361
2000	seek	0	38
2000	seem	0	24
2000	sell	8	45
2000	send	25	74
2000	serve	3	71
2000	set	19	69
2000	settle	2	11
2000	share	0	25
2000	shoot	20	0
2000	show	31	140
2000	shut	2	0
2000	sing	2	12
2000	sit	9	37
2000	sound	8	0
2000	speak	4	48
2000	spend	28	73
2000	stand	11	54
2000	start	68	119
2000	stay	57	95
2000	steal	6	0
2000	step	5	0
2000	stick	9	0
2000	stop	34	74
2000	strike	4	20
2000	study	2	0
2000	succeed	3	28
2000	sue	6	0
2000	suffer	4	46
2000	suffice	0	15
2000	suggest	2	0
2000	supply	0	12
2000	support	4	40
2000	surprise	3	0
2000	survive	8	49
2000	take	262	651
2000	talk	37	50
2000	teach	8	41
2000	tear	2	0
2000	tell	111	268
2000	tend	0	19
2000	think	25	68
2000	throw	21	20
2000	travel	6	0
2000	treat	3	0
2000	trust	2	0
2000	try	80	138
2000	turn	37	124
2000	understand	0	44
2000	use	25	116
2000	visit	8	19
2000	vote	6	17
2000	wait	16	33
2000	wake	12	0
2000	walk	21	40
2000	want	34	96
2000	wash	5	0
2000	waste	4	0
2000	watch	10	20
2000	wear	28	34
2000	win	67	71
2000	work	16	163
2000	write	23	32
2000	yield	0	20
